, Authors,Quotes,Likes,Tags
25,"F.K. Preston,","“Where do they go, these dreams of mine? Do they live? Do they die? Do they fall? Do they fly?”",3,"['death,', 'dream,', 'fantasy,', 'fiction,', 'inspiration,', 'inspirational,', 'life,', 'love,', 'magical-realism,', 'motivational,', 'philosophy,', 'poetry,', 'relationship,', 'story,', 'writing']"
26,"Gordana Biernat,",“Every single ONE of us is a unique VIBRATION in a beautiful Symphony of Infinite CREATION.”,3,"['creation,', 'frequency,', 'inspirational,', 'motivational,', 'oneness,', 'vibration']"
27,"Gordana Biernat,",“You and your reality are ONE.,3,"['change,', 'creation,', 'frequency,', 'inspirational,', 'motivational,', 'oneness,', 'reality,', 'vibration']"
28,Gordana Biernat,“Success is not a question of how much power or money you have acquired.,3,"['change,', 'creation,', 'desires,', 'dreams,', 'focus,', 'frequency,', 'inspirational,', 'life,', 'motivational,', 'observe,', 'oneness,', 'reality,', 'strength,', 'success,', 'vibration']"
29,"Gordana Biernat,","“When YOU choose to change, your reality must change accordingly. It simply has no other choice.”",3,"['beliefs,', 'change,', 'creation,', 'desires,', 'dreams,', 'focus,', 'frequency,', 'inspirational,', 'life,', 'motivational,', 'observe,', 'oneness,', 'reality,', 'strength,', 'success,', 'vibration']"
0,Jillian Michaels,"“It's not about perfect. It's about effort. And when you bring that effort every single day, that's where transformation happens. That's how change occurs.”",93,"['change,', 'effort,', 'inspiration,', 'inspirational,', 'motivation,', 'motivational']"
1,"Steve Maraboli,","“The way you live your day is a sentence in the story of your life. Each day you make the choice whether the sentence ends with a period, question mark, or exclamation point.”",35,"['choices,', 'day,', 'inspirational,', 'life,', 'live,', 'motivational,', 'sentence,', 'story']"
2,Steve Maraboli,“Acceptance makes an incredible fertile soil for the seeds of change.”,21,"['acceptance,', 'change,', 'growth,', 'inspirational,', 'life,', 'motivational,', 'seeds']"
3,Michelle D. Rosado,“A life without regret can be attained by full awareness of one's actions in their present moment.”,19,"['inspirational,', 'live-in-the-moment,', 'motivational,', 'self-awareness,', 'self-control']"
4,Michelle D. Rosado,"“Instead of bracing yourself for the perils of the unknown, embrace the joy that is here, in your present moment.”",19,"['inspirational,', 'live-in-the-moment,', 'michelle-rosado,', 'motivational']"
5,"Amit Kalantri,",“The most unlucky generation is the one which couldn't produce a hero to look upto.”,19,"['generation,', 'generations,', 'hero,', 'heroes,', 'heroism,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'philosophy,', 'wisdom,', 'wisdom-quotes']"
6,Chetan bhagat,"“I m human, I m not perfect. Although, I make mistakes all the time.”",15,['motivational']
7,"Steve Backley,",“Athletes who are able to stay completely focused in pursuit of their dreams are the ones that are most likely to become champions.”,14,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
8,Belsebuub,"“Spirituality is for people. It’s not just for those who you might have read about in books, it’s for people.”",12,"['inspirational,', 'motivational,', 'spirituality']"
9,Ogwo David Emenike,“There is a thin line between the impossible and the possible - that is determination.”,12,"['determination,', 'impossibility,', 'inspirational,', 'motivational,', 'possibility']"
10,James D. Maxon,"“Who should we be trying to make the most proud? Our family? Our friends? Our teachers or bosses? What about the one who molded us out of the earth itself, who formed us like clay, and instilled within us the very breath of life that shaped the universe?”",11,"['christian-living,', 'inspirational,', 'motivational,', 'religious']"
11,Pablo,"“There’s a Chinese proverb that says “Wisdom is avoiding all thoughts that weaken you & embracing those that strengthen you” Your mind is like a Ferrari (Or your favorite car) it is Awesome!...but if you put sand on the gas tank it won’t run. Don’t put sand (negativity) on your mind. Think positive, encouraging, uplifting thoughts, & the negative will soon evaporate.”",11,"['inspirational,', 'motivational,', 'optimism,', 'postive-thinking,', 'truth,', 'wisdom']"
12,"Stephen Richards,","“Success is within reach of all people, but you can grasp it only when you realise the power within you.”",11,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
13,"Stephen Richards,","“Circumstances, knowledge or birth do not determine the realisation of your desires. It is only you who are blocking the achievement of your dreams and goals.”",9,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
14,"Stephen Richards,","“This inner Being is all powerful, intelligent, indestructible and a storehouse of knowledge and wisdom. This inner core is truly who and what you are and is perpetually trying to connect with your outward self.”",7,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
15,Connor George Serbin,"“Just be happy that it is what it is and not what it could be because after all, it could always be worse”",7,"['good,', 'inspirational,', 'motivation,', 'motivational']"
16,"Ifeanyi Enoch Onuoha,","“The time is now, the person is you; better your life and become a name to conjure with in this day and age.”",6,"['age,', 'better,', 'conjure,', 'day,', 'inspirational,', 'leadership-torch,', 'motivational,', 'power,', 'selfhelp,', 'time']"
17,Karldon Okruta,“There is nothing that works out for the worst that won't work out for the better.”,6,"['feel-good,', 'inspirational,', 'motivational']"
18,"Stephen Richards,",“It so happens that at times your desires tend to disagree with the reality and this is due to the fact that you have not let the two elements complement each other.”,5,"['law-of-attraction,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'self-help,', 'stephen-richards,', 'worthy']"
19,"Steve Maraboli,",“It is our action that determines the viability of our dream.”,5,"['action,', 'dream,', 'goals,', 'motivational,', 'success,', 'truth']"
20,"Elizabeth Parker,","“If you've delayed achieving your goals, have you ever asked yourself, ""What's stopping you?”",5,"['finally-home,', 'inspirational,', 'motivational,', 'quotes']"
21,"Ogwo David Emenike,","“Always be happy, you never know how happy you can make another by just being happy.”",5,"['happiness,', 'happy,', 'inspirational,', 'motivational']"
22,"Suzanne Collins,","“Bukan sifatku untukk kalah tanpa bertarung, bahkan saat kemungkinan untuk menang tampak begitu tipis. -Katniss”",4,"['inspirational,', 'motivational']"
23,"Lorii Myers,","“We, as human beings, enjoy freedom of choice.",3,"['inspirational,', 'motivational']"
24,Michelle D. Rosado,"“To believe in miracles in one thing...to know what miracle you want to manifest right now, and accept it, is another.”",3,"['faith,', 'inspirational,', 'miracles,', 'motivational']"
25,A Gentlemen,“laughing is good. so long as you are not insulting anyone.”,3,"['humor,', 'inspirational,', 'motivational']"
26,"Ogwo David Emenike,","“The greatest reward for a man's failure is not necessarily the consequent success, but what he becomes by it.”",3,"['failure,', 'inspirational,', 'motivational,', 'success,', 'the-fortune-in-failing']"
27,Habeeb Akande,“All work and no play will make you sad and grey!”,3,"['fun,', 'grey,', 'inspirational,', 'live-your-life,', 'motivational,', 'play,', 'play-hard,', 'sad,', 'work,', 'work-hard']"
28,Mahatma Gandhi,"“jika sebuah mata harus dibalas dengan sebuah mata, hanya akan membuat seluruh dunia ini buta”",2,"['inspirational,', 'motivational,', 'war,', 'world']"
29,"Mahatma Gandhi,",“mereka tidak dapat mengambil harga diri kita kalau kita tidak memberikannya kepada mereka”,2,"['live,', 'motivational']"
0,Germany Kent,"“Convince yourself everyday that you are worthy of a good life. Let go of stress, breathe. Stay positive, all is well.”",51,"['all-is-well,', 'all-is-well-with-my-spirit,', 'every-day-is-a-good-day,', 'every-day-life,', 'everyday,', 'everyday-faith,', 'everyday-life,', 'everyday-quotes,', 'germany-kent,', 'germany-kent-quote,', 'germany-kent-quotes,', 'good-life,', 'good-life-advice,', 'good-life-goodness,', 'good-life-quotes,', 'hope-guru,', 'inspired-living,', 'inspired-mind,', 'inspired-soul,', 'inspired-thoughts,', 'let-go,', 'letting-go,', 'life,', 'life-and-living,', 'life-lesson-quotes,', 'life-lessons-value-of-life-truth,', 'life-philosophy-inspirational,', 'life-philosophy-quotes,', 'life-quotes,', 'life-quotes-and-sayings,', 'mind-body-spirit,', 'mind-power,', 'mindfulness,', 'mindset,', 'motivation,', 'motivational,', 'new-beginning,', 'new-beginnings,', 'new-beginnings-quotes,', 'new-chapter,', 'new-chapter-quotes,', 'next-level,', 'outlook-and-attitude,', 'outlook-in-life,', 'personal-development,', 'personal-development-quotes,', 'personal-growth,', 'personal-transformation,', 'perspective,', 'perspective-on-life,', 'perspective-quotes,', 'positive-attitude,', 'positive-life,', 'positive-mindset,', 'positive-motivation,', 'positive-outlook,', 'positive-quotes,', 'positive-thinking,', 'positive-thoughts,', 'positivity,', 'self-awareness,', 'self-awareness-quotes,', 'self-improvement,', 'self-motivation,', 'self-talk,', 'spirit,', 'spiritual,', 'spiritual-development,', 'spiritual-growth,', 'spiritual-insights,', 'spiritual-life,', 'spiritual-quotes,', 'spiritual-wisdom,', 'stay-positive,', 'stress-management,', 'the-hope-guru,', 'transformation-quotes,', 'transformation-spirituality,', 'transformational,', 'transformational-speakers,', 'worth-it,', 'worth-quotes,', 'worthiness,', 'you-are-worthy']"
1,"Steve Maraboli,","“The universe doesn’t give you what you ask for with your thoughts; it gives you what you demand with your actions. In essence, you don't get what you WANT, you get what you ARE.”",25,"['actions,', 'are,', 'inspirational,', 'motivational,', 'success,', 'thoughts,', 'universe,', 'wanting']"
2,John Paul Warren,“True leaders bring out your personal best. They ignite your human potential”.”,21,"['church,', 'john-paul,', 'john-paul-warren,', 'leadership,', 'mens-ministry,', 'motivational,', 'pastor-john-paul-warren,', 'sozo,', 'the-refuge-austin,', 'training,', 'voice-of-the-nations']"
3,"John L. Parker Jr.,","“...Or we can blaze! Become legends in our own time, strike fear in the heart of mediocre talent everywhere! We can scald dogs, put records out of reach! Make the stands gasp as we blow into an unearthly kick from three hundred yards out! We can become God's own messengers delivering the dreaded scrolls! We can race dark Satan himself till he wheezes fiery cinders down the back straightaway....They'll speak our names in hushed tones, 'those guys are animals' they'll say! We can lay it on the line, bust a gut, show them a clean pair of heels. We can sprint the turn on a spring breeze and feel the winter leave our feet! We can, by God, let our demons loose and just wail on!”",20,"['motivational,', 'running']"
4,Napoleon Hill,“Procrastination is the bad habit of putting of until the day after tomorrow what should have been done the day before yesterday.”,19,['motivational']
5,"ياسر حارب,",“الصداقة الحقيقية تُعيدُ تعريف المطر لأنها تأتي دون مقابل”,17,['motivational']
6,"ياسر حارب,",“المتصالح مع ذاته يشبه النهر الذي يستمر في صبّ مياهه العذبة في البحر المالح على الرغم من علمه بأنه لن يحيله حلواً، فهو يعلم بأن مهمّته تكمن في ري الأراضي التي يمر عليها وليس في تحلية مياه البحر”,10,['motivational']
7,Alan Sachs,“Death is more uni­ver­sal than life; everyone dies but not every­one lives.”,10,['motivational']
8,John Paul Warren,“The secret to strong leaders is that strong leaders are strong because they have been tempered by the negative. They have discovered the secret of combining the negative and the positive to PRODUCED their very own POWER plant!”,9,"['bible,', 'central-christian-church,', 'church,', 'inspirational,', 'john-paul,', 'john-paul-warren,', 'john-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastors,', 'religious,', 'speakers,', 'spiritual,', 'voice-of-the-nations']"
9,"ياسر حارب,",“السعادةُ لا تأتي بشروط”,9,['motivational']
10,"ياسر حارب,",“معرفتك لأسباب فشلك ستوصلك إلى القمة ومعرفتك لأسباب نجاحك ستبقيك عليها”,9,['motivational']
